session_id,product_id,category,timestamp
S00058,P0282,Baby,2025-09-03 04:50:00
S00059,P0197,Food,2025-09-02 13:35:00
S00059,P0267,Fashion,2025-09-01 19:14:00
S00059,P0015,Baby,2025-09-04 02:59:00
S00060,P0030,Food,2025-09-02 03:28:00
S00061,P0046,Electronics,2025-09-07 16:37:00
S00061,P0147,Fashion,2025-09-03 21:59:00
S00061,P0119,Food,2025-09-06 20:45:00
S00061,P0228,Books,2025-09-02 18:37:00
S00062,P0200,Food,2025-09-01 01:38:00
S00063,P0281,Books,2025-09-03 01:21:00
S00064,P0071,Electronics,2025-09-02 23:49:00
S00064,P0068,Food,2025-09-01 15:56:00
S00065,P0055,Baby,2025-09-06 19:12:00
S00066,P0172,Fashion,2025-09-05 19:44:00
S00066,P0044,Food,2025-09-04 02:53:00
S00066,P0156,Electronics,2025-09-07 14:12:00
S00066,P0187,Electronics,2025-09-04 09:51:00
S00067,P0206,Baby,2025-09-07 17:59:00
S00067,P0040,Books,2025-09-05 04:15:00
S00067,P0084,Books,2025-09-01 20:18:00
S00067,P0055,Fashion,2025-09-04 02:56:00
S00068,P0241,Fashion,2025-09-04 03:55:00
S00069,P0185,Food,2025-09-06 14:10:00
S00069,P0194,Electronics,2025-09-03 09:26:00
S00069,P0293,Fashion,2025-09-01 17:25:00
S00070,P0074,Fashion,2025-09-07 01:54:00
S00070,P0184,Fashion,2025-09-05 02:15:00
S00070,P0129,Fashion,2025-09-03 07:54:00
S00070,P0194,Books,2025-09-01 03:45:00
S00070,P0245,Baby,2025-09-04 09:33:00
S00071,P0192,Food,2025-09-05 21:02:00
S00072,P0262,Baby,2025-09-06 13:16:00
S00073,P0030,Fashion,2025-09-06 08:03:00
S00073,P0086,Food,2025-09-04 05:22:00
S00073,P0271,Baby,2025-09-06 07:59:00
S00074,P0050,Fashion,2025-09-06 02:19:00
S00075,P0048,Baby,2025-09-02 12:45:00
S00075,P0014,Electronics,2025-09-01 17:49:00
S00075,P0100,Food,2025-09-03 09:24:00
S00075,P0055,Electronics,2025-09-01 17:40:00
S00076,P0137,Books,2025-09-01 05:01:00
S00076,P0155,Books,2025-09-01 10:06:00
S00076,P0243,Books,2025-09-03 04:50:00
S00076,P0149,Fashion,2025-09-01 11:39:00
S00076,P0214,Fashion,2025-09-04 12:48:00
S00077,P0286,Books,2025-09-01 03:10:00
S00077,P0215,Electronics,2025-09-01 16:20:00
S00077,P0287,Books,2025-09-03 01:35:00
S00077,P0257,Baby,2025-09-05 05:42:00
S00078,P0039,Fashion,2025-09-03 07:27:00
S00079,P0074,Books,2025-09-06 18:39:00
S00079,P0054,Food,2025-09-02 06:16:00
S00079,P0031,Food,2025-09-05 01:34:00
S00080,P0063,Baby,2025-09-04 18:42:00
S00080,P0038,Baby,2025-09-02 07:35:00
S00081,P0184,Baby,2025-09-06 04:15:00
S00081,P0277,Fashion,2025-09-03 18:54:00
S00082,P0089,Fashion,2025-09-06 10:06:00
S00082,P0204,Fashion,2025-09-01 02:34:00
S00083,P0083,Baby,2025-09-01 23:29:00
S00083,P0260,Food,2025-09-01 13:04:00
S00084,P0023,Food,2025-09-06 06:00:00
S00085,P0230,Baby,2025-09-06 02:23:00
S00085,P0197,Electronics,2025-09-06 00:06:00
S00085,P0044,Books,2025-09-04 21:16:00
S00086,P0039,Fashion,2025-09-02 22:46:00
S00086,P0091,Baby,2025-09-01 08:57:00
S00087,P0162,Baby,2025-09-02 06:41:00
S00087,P0179,Food,2025-09-07 01:16:00
S00087,P0087,Books,2025-09-05 20:11:00
S00088,P0101,Baby,2025-09-03 01:10:00
S00088,P0189,Food,2025-09-06 13:12:00
S00089,P0223,Baby,2025-09-04 07:40:00
S00089,P0066,Fashion,2025-09-02 15:28:00
S00089,P0112,Electronics,2025-09-05 14:55:00
S00089,P0181,Baby,2025-09-06 16:13:00
S00090,P0237,Electronics,2025-09-05 04:02:00
S00090,P0037,Fashion,2025-09-05 14:14:00
S00090,P0017,Fashion,2025-09-07 11:58:00
S00090,P0226,Books,2025-09-05 02:39:00
S00091,P0102,Food,2025-09-03 14:49:00
S00091,P0038,Electronics,2025-09-01 09:34:00
S00091,P0131,Food,2025-09-01 19:08:00
S00092,P0232,Food,2025-09-06 05:09:00
S00092,P0104,Fashion,2025-09-07 21:07:00
S00093,P0278,Books,2025-09-03 16:14:00
S00093,P0217,Fashion,2025-09-02 17:31:00
S00094,P0025,Books,2025-09-03 04:04:00
S00094,P0172,Baby,2025-09-04 22:51:00
S00094,P0299,Baby,2025-09-03 02:51:00
S00094,P0118,Electronics,2025-09-01 00:04:00
S00094,P0166,Electronics,2025-09-04 15:02:00
S00095,P0251,Baby,2025-09-04 09:09:00
S00095,P0230,Fashion,2025-09-01 14:36:00
S00095,P0015,Fashion,2025-09-07 09:03:00
S00095,P0021,Electronics,2025-09-05 21:07:00
S00096,P0290,Electronics,2025-09-05 20:06:00
S00096,P0217,Electronics,2025-09-05 21:59:00
S00096,P0069,Food,2025-09-06 13:07:00
S00097,P0129,Electronics,2025-09-04 02:25:00
S00097,P0134,Food,2025-09-01 10:35:00
S00097,P0239,Food,2025-09-02 04:13:00
S00097,P0281,Baby,2025-09-07 20:34:00
S00097,P0292,Fashion,2025-09-04 07:12:00
S00098,P0051,Books,2025-09-04 14:17:00
S00098,P0289,Baby,2025-09-07 15:21:00
S00098,P0234,Food,2025-09-07 04:52:00
S00099,P0051,Electronics,2025-09-06 18:28:00
S00099,P0132,Electronics,2025-09-05 03:09:00
S00100,P0296,Electronics,2025-09-02 08:11:00
S00101,P0010,Food,2025-09-02 03:44:00
S00101,P0236,Electronics,2025-09-01 18:01:00
S00101,P0201,Books,2025-09-01 08:32:00
S00101,P0286,Books,2025-09-06 10:05:00
S00101,P0074,Food,2025-09-04 15:17:00
S00102,P0045,Books,2025-09-06 03:24:00
S00103,P0264,Books,2025-09-03 07:43:00
S00103,P0024,Food,2025-09-03 19:50:00
S00103,P0128,Food,2025-09-07 17:02:00
S00103,P0002,Food,2025-09-01 09:40:00
S00103,P0017,Books,2025-09-05 20:44:00
S00104,P0096,Baby,2025-09-03 04:27:00
S00104,P0051,Food,2025-09-03 22:49:00
S00104,P0011,Food,2025-09-02 03:59:00
S00105,P0133,Food,2025-09-06 00:53:00
S00105,P0193,Food,2025-09-02 21:44:00
S00105,P0160,Books,2025-09-07 13:15:00
S00106,P0019,Fashion,2025-09-02 11:41:00
S00106,P0121,Electronics,2025-09-05 14:17:00
S00106,P0128,Food,2025-09-02 17:19:00
S00106,P0235,Electronics,2025-09-05 12:04:00
S00106,P0184,Baby,2025-09-07 19:47:00
S00107,P0047,Baby,2025-09-06 03:41:00
S00108,P0231,Fashion,2025-09-05 02:01:00
S00108,P0052,Electronics,2025-09-05 15:05:00
S00108,P0096,Fashion,2025-09-02 23:29:00
S00108,P0011,Food,2025-09-06 03:10:00
S00108,P0144,Books,2025-09-05 19:05:00
S00109,P0242,Food,2025-09-02 17:29:00
S00109,P0133,Fashion,2025-09-07 19:43:00
S00109,P0103,Fashion,2025-09-07 09:27:00
S00110,P0059,Electronics,2025-09-04 04:51:00
S00110,P0240,Food,2025-09-02 23:19:00
S00110,P0198,Books,2025-09-06 22:07:00
S00110,P0083,Books,2025-09-05 01:58:00
S00110,P0254,Baby,2025-09-07 07:27:00
S00111,P0270,Food,2025-09-01 14:11:00
S00111,P0092,Food,2025-09-02 04:07:00
S00111,P0293,Fashion,2025-09-05 17:53:00
S00112,P0179,Electronics,2025-09-02 16:27:00
S00112,P0122,Fashion,2025-09-07 18:40:00
S00112,P0206,Baby,2025-09-03 18:40:00
S00113,P0055,Food,2025-09-02 21:38:00
S00113,P0030,Baby,2025-09-04 23:32:00
S00113,P0204,Electronics,2025-09-04 17:47:00
S00113,P0209,Electronics,2025-09-06 13:22:00
S00113,P0020,Books,2025-09-04 20:16:00
S00114,P0092,Baby,2025-09-01 17:46:00
S00114,P0152,Electronics,2025-09-06 08:43:00
S00115,P0225,Books,2025-09-03 20:27:00
S00115,P0294,Books,2025-09-04 23:26:00
S00115,P0237,Food,2025-09-03 08:13:00
S00115,P0251,Food,2025-09-07 05:05:00
S00115,P0073,Fashion,2025-09-02 10:42:00
S00116,P0011,Electronics,2025-09-07 05:27:00
S00117,P0094,Electronics,2025-09-07 19:37:00
S00117,P0035,Baby,2025-09-01 06:57:00
S00117,P0036,Fashion,2025-09-06 18:26:00
S00117,P0110,Food,2025-09-07 02:48:00
S00117,P0044,Electronics,2025-09-03 18:14:00
S00118,P0279,Books,2025-09-01 13:45:00
S00118,P0055,Fashion,2025-09-06 07:48:00
S00118,P0183,Fashion,2025-09-04 23:45:00
S00118,P0238,Baby,2025-09-07 17:48:00
S00119,P0165,Baby,2025-09-01 06:52:00
S00119,P0249,Electronics,2025-09-06 05:43:00
S00119,P0045,Fashion,2025-09-06 06:27:00
S00120,P0250,Fashion,2025-09-05 23:24:00
S00121,P0129,Electronics,2025-09-07 03:47:00
S00122,P0139,Baby,2025-09-05 03:48:00
S00122,P0152,Food,2025-09-02 17:44:00
S00123,P0076,Books,2025-09-01 18:42:00
S00123,P0024,Books,2025-09-03 19:59:00
S00123,P0014,Baby,2025-09-02 02:11:00
S00124,P0149,Baby,2025-09-04 13:04:00
S00124,P0160,Baby,2025-09-02 11:43:00
S00125,P0261,Food,2025-09-03 09:20:00
S00125,P0046,Baby,2025-09-03 14:46:00
S00125,P0247,Books,2025-09-04 22:04:00
S00125,P0238,Books,2025-09-03 00:34:00
S00125,P0193,Fashion,2025-09-04 10:48:00
S00126,P0261,Baby,2025-09-07 02:27:00
S00127,P0285,Food,2025-09-01 22:45:00
S00128,P0153,Electronics,2025-09-01 11:38:00
S00128,P0052,Baby,2025-09-05 23:46:00
S00128,P0181,Fashion,2025-09-01 06:35:00
S00128,P0032,Electronics,2025-09-06 03:20:00
S00128,P0276,Fashion,2025-09-06 14:42:00
S00129,P0130,Fashion,2025-09-04 00:40:00
S00129,P0105,Food,2025-09-02 17:42:00
S00129,P0075,Electronics,2025-09-01 11:57:00
S00129,P0026,Baby,2025-09-02 22:22:00
S00130,P0300,Electronics,2025-09-04 10:26:00
S00130,P0111,Food,2025-09-04 19:26:00
S00130,P0034,Food,2025-09-06 18:55:00
S00130,P0184,Baby,2025-09-04 11:00:00
S00131,P0103,Books,2025-09-06 01:06:00
S00131,P0255,Books,2025-09-04 02:51:00
S00131,P0172,Baby,2025-09-05 23:52:00
S00131,P0207,Electronics,2025-09-04 21:08:00
S00131,P0296,Food,2025-09-06 07:31:00
S00132,P0101,Baby,2025-09-01 19:27:00
S00132,P0216,Food,2025-09-01 17:42:00
S00132,P0101,Books,2025-09-02 11:56:00
S00132,P0292,Baby,2025-09-06 11:00:00
S00132,P0199,Books,2025-09-04 14:01:00
S00133,P0071,Baby,2025-09-05 13:01:00
S00133,P0169,Books,2025-09-04 06:49:00
S00134,P0019,Electronics,2025-09-06 02:10:00
S00134,P0290,Books,2025-09-04 16:54:00
S00134,P0199,Food,2025-09-07 04:44:00
S00134,P0058,Baby,2025-09-04 00:10:00
S00134,P0184,Books,2025-09-06 13:30:00
S00135,P0191,Books,2025-09-04 08:46:00
S00135,P0286,Books,2025-09-05 16:11:00
S00136,P0299,Fashion,2025-09-06 00:41:00
S00137,P0101,Fashion,2025-09-02 18:19:00
S00137,P0210,Food,2025-09-05 21:36:00
S00138,P0111,Fashion,2025-09-02 01:42:00
S00138,P0030,Baby,2025-09-04 16:13:00
S00138,P0281,Baby,2025-09-01 19:51:00
S00138,P0012,Electronics,2025-09-05 09:13:00
S00138,P0248,Books,2025-09-05 19:38:00
S00139,P0242,Books,2025-09-07 12:49:00
S00139,P0135,Food,2025-09-02 01:40:00
S00140,P0130,Fashion,2025-09-04 20:21:00
S00140,P0200,Books,2025-09-07 15:40:00
S00140,P0171,Electronics,2025-09-01 22:45:00
S00140,P0292,Electronics,2025-09-07 00:51:00
S00140,P0140,Food,2025-09-07 20:32:00
S00141,P0284,Books,2025-09-01 22:04:00
S00142,P0184,Fashion,2025-09-03 04:21:00
S00142,P0240,Food,2025-09-06 03:39:00
S00142,P0288,Electronics,2025-09-03 10:06:00
S00142,P0206,Books,2025-09-02 06:10:00
S00143,P0215,Books,2025-09-03 00:43:00
S00143,P0153,Fashion,2025-09-04 16:21:00
S00143,P0088,Food,2025-09-03 21:46:00
S00143,P0029,Food,2025-09-07 04:25:00
S00143,P0201,Electronics,2025-09-05 03:37:00
S00144,P0052,Electronics,2025-09-03 23:08:00
S00144,P0075,Fashion,2025-09-04 07:08:00
S00144,P0121,Books,2025-09-04 08:49:00
S00145,P0204,Electronics,2025-09-03 13:49:00
S00145,P0084,Food,2025-09-07 10:33:00
S00145,P0158,Food,2025-09-05 14:19:00
S00145,P0219,Electronics,2025-09-07 00:07:00
S00146,P0118,Books,2025-09-07 07:26:00
S00146,P0053,Fashion,2025-09-07 15:36:00
S00146,P0180,Books,2025-09-03 03:12:00
S00146,P0044,Fashion,2025-09-05 12:50:00
S00146,P0217,Fashion,2025-09-01 08:24:00
S00147,P0092,Electronics,2025-09-06 06:16:00
S00147,P0032,Books,2025-09-01 13:43:00
S00147,P0053,Fashion,2025-09-01 15:28:00
S00147,P0261,Fashion,2025-09-04 11:49:00
S00148,P0182,Fashion,2025-09-01 02:13:00
S00148,P0077,Baby,2025-09-02 11:05:00
S00148,P0131,Food,2025-09-03 12:27:00
S00148,P0060,Baby,2025-09-05 09:16:00
S00148,P0243,Fashion,2025-09-02 06:52:00
S00149,P0134,Fashion,2025-09-03 21:35:00
S00149,P0241,Electronics,2025-09-04 17:08:00
S00149,P0077,Food,2025-09-07 13:22:00
S00149,P0053,Food,2025-09-05 07:10:00
S00149,P0089,Electronics,2025-09-01 20:56:00
S00150,P0016,Electronics,2025-09-04 22:05:00
S00151,P0045,Food,2025-09-07 15:48:00
S00152,P0111,Food,2025-09-02 21:03:00
S00152,P0026,Baby,2025-09-07 00:22:00
S00152,P0069,Baby,2025-09-06 15:20:00
S00153,P0013,Fashion,2025-09-01 22:33:00
S00153,P0189,Electronics,2025-09-04 12:23:00
S00153,P0023,Baby,2025-09-06 22:29:00
S00154,P0172,Electronics,2025-09-06 06:15:00
S00154,P0187,Electronics,2025-09-01 11:07:00
S00154,P0256,Electronics,2025-09-04 02:28:00
S00154,P0101,Fashion,2025-09-07 11:37:00
S00155,P0010,Baby,2025-09-05 17:39:00
S00155,P0239,Fashion,2025-09-03 13:59:00
S00155,P0186,Books,2025-09-02 21:45:00
S00155,P0249,Electronics,2025-09-06 04:43:00
S00156,P0240,Electronics,2025-09-01 08:59:00
S00156,P0279,Fashion,2025-09-04 10:44:00
S00157,P0272,Books,2025-09-04 08:35:00
S00158,P0159,Baby,2025-09-05 22:22:00
S00158,P0220,Food,2025-09-06 01:52:00
S00158,P0184,Baby,2025-09-04 16:40:00
S00159,P0243,Food,2025-09-05 06:12:00
S00160,P0035,Books,2025-09-02 22:19:00
S00160,P0021,Fashion,2025-09-01 15:24:00
S00160,P0212,Books,2025-09-02 02:21:00
S00160,P0259,Electronics,2025-09-06 08:34:00
S00161,P0278,Baby,2025-09-04 23:13:00
S00161,P0044,Fashion,2025-09-05 21:06:00
S00161,P0163,Baby,2025-09-01 04:15:00
S00161,P0256,Books,2025-09-04 08:04:00
S00161,P0060,Fashion,2025-09-02 06:38:00
S00162,P0196,Books,2025-09-01 00:09:00
S00163,P0168,Food,2025-09-06 03:38:00
S00163,P0190,Food,2025-09-04 13:24:00
S00164,P0282,Baby,2025-09-02 12:33:00
S00165,P0204,Fashion,2025-09-06 04:09:00
S00166,P0226,Food,2025-09-03 17:25:00
S00167,P0157,Baby,2025-09-05 19:38:00
S00167,P0170,Food,2025-09-04 07:44:00
S00167,P0068,Electronics,2025-09-03 18:40:00
S00168,P0158,Books,2025-09-06 01:06:00
S00168,P0265,Food,2025-09-07 01:02:00
S00169,P0273,Fashion,2025-09-01 06:44:00
S00170,P0109,Baby,2025-09-02 09:20:00
S00170,P0096,Books,2025-09-07 20:20:00
S00170,P0168,Books,2025-09-05 03:49:00
S00170,P0234,Fashion,2025-09-02 00:20:00
S00171,P0053,Electronics,2025-09-03 12:36:00
S00171,P0094,Electronics,2025-09-04 08:09:00
S00171,P0220,Food,2025-09-03 21:38:00
S00171,P0018,Food,2025-09-06 00:45:00
S00171,P0241,Books,2025-09-05 14:00:00
S00172,P0202,Books,2025-09-04 07:40:00
S00173,P0010,Fashion,2025-09-06 12:19:00
S00173,P0267,Books,2025-09-04 20:45:00
S00173,P0095,Baby,2025-09-04 03:44:00
S00173,P0274,Fashion,2025-09-04 10:56:00
S00173,P0209,Food,2025-09-03 08:59:00
S00174,P0117,Food,2025-09-01 04:09:00
S00174,P0246,Electronics,2025-09-07 03:45:00
S00175,P0132,Fashion,2025-09-04 00:43:00
S00175,P0104,Fashion,2025-09-01 17:57:00
S00175,P0084,Food,2025-09-06 20:27:00
S00176,P0027,Fashion,2025-09-06 11:41:00
S00176,P0037,Electronics,2025-09-04 08:58:00
S00176,P0024,Electronics,2025-09-05 13:04:00
S00176,P0223,Baby,2025-09-04 06:39:00
S00176,P0148,Fashion,2025-09-02 22:54:00
S00177,P0102,Electronics,2025-09-05 20:36:00
S00177,P0278,Fashion,2025-09-04 05:53:00
S00177,P0217,Food,2025-09-04 03:30:00
S00177,P0182,Baby,2025-09-05 18:41:00
S00177,P0222,Fashion,2025-09-05 19:49:00
S00178,P0032,Baby,2025-09-05 08:01:00
S00178,P0165,Baby,2025-09-06 13:37:00
S00179,P0130,Fashion,2025-09-01 22:11:00
S00179,P0084,Books,2025-09-03 23:01:00
S00179,P0171,Baby,2025-09-06 07:28:00
S00180,P0178,Fashion,2025-09-04 05:17:00
S00180,P0029,Fashion,2025-09-04 08:54:00
S00180,P0161,Electronics,2025-09-03 04:57:00
S00180,P0293,Fashion,2025-09-06 08:50:00
S00181,P0162,Books,2025-09-02 12:20:00
S00182,P0023,Books,2025-09-05 21:23:00
S00182,P0205,Books,2025-09-01 02:17:00
S00182,P0144,Electronics,2025-09-05 09:27:00
S00182,P0094,Books,2025-09-03 09:52:00
S00182,P0290,Books,2025-09-04 18:49:00
S00183,P0034,Electronics,2025-09-03 11:39:00
S00184,P0078,Baby,2025-09-03 21:24:00
S00184,P0231,Food,2025-09-06 12:21:00
S00184,P0037,Fashion,2025-09-04 20:49:00
S00184,P0269,Food,2025-09-03 23:40:00
S00185,P0183,Baby,2025-09-02 07:46:00
S00185,P0278,Food,2025-09-05 08:14:00
S00185,P0021,Electronics,2025-09-01 12:40:00
S00186,P0026,Books,2025-09-05 04:31:00
S00186,P0295,Electronics,2025-09-06 08:07:00
S00186,P0059,Books,2025-09-07 07:31:00
